Date,Message
"====================================
Chart Info: FX:GBPUSD
Timeframe: 3 Minute(s)
Timezone: America/New_York
Start Date: 2026-05-10 17:00 (Actual)
End Date: Last Candle
Data Format: YYYYMMDD HHMM;Open;High;Low;Close;Volume
===================================="
20260702 1306;1.33498;1.33518;1.33484;1.33494;862
20260702 1309;1.33494;1.33518;1.33492;1.33503;645
20260702 1312;1.33503;1.33503;1.33484;1.33488;643
20260702 1315;1.33488;1.3349;1.33465;1.33466;624
20260702 1318;1.33466;1.33489;1.33456;1.33477;591
20260702 1321;1.33477;1.33483;1.33461;1.33461;744
20260702 1324;1.33461;1.33465;1.33437;1.33437;567
20260702 1327;1.33437;1.33444;1.33424;1.3344;663
20260702 1330;1.3344;1.33453;1.33436;1.3345;829
20260702 1333;1.3345;1.33463;1.33435;1.3344;948
20260702 1336;1.3344;1.33441;1.33415;1.33415;846
20260702 1339;1.33415;1.33429;1.33413;1.33426;913
20260702 1342;1.33426;1.33432;1.33418;1.3342;768
20260702 1345;1.3342;1.33442;1.33414;1.33419;643
20260702 1348;1.33419;1.33432;1.33385;1.33389;794
20260702 1351;1.33389;1.33414;1.33379;1.33411;758
20260702 1354;1.33411;1.33429;1.33404;1.33406;720
20260702 1357;1.33406;1.33411;1.33393;1.33407;708
20260702 1400;1.33407;1.33451;1.33401;1.33447;661
20260702 1403;1.33447;1.33478;1.3344;1.33476;714
20260702 1406;1.33476;1.33495;1.33476;1.33487;751
20260702 1409;1.33487;1.335;1.33483;1.33484;885
20260702 1412;1.33484;1.33489;1.33458;1.33459;857
20260702 1415;1.33459;1.33472;1.33438;1.33438;737
20260702 1418;1.33438;1.33442;1.33422;1.3344;681
20260702 1421;1.3344;1.33454;1.33439;1.33447;495
20260702 1424;1.33447;1.33472;1.33443;1.33471;499
20260702 1427;1.33471;1.33482;1.33459;1.3346;375
20260702 1430;1.3346;1.33501;1.33459;1.335;562
20260702 1433;1.335;1.33514;1.33495;1.33502;769
20260702 1436;1.33502;1.3351;1.33494;1.33506;791
20260702 1439;1.33506;1.33511;1.33497;1.335;752
20260702 1442;1.335;1.33504;1.33487;1.33487;681
20260702 1445;1.33487;1.33493;1.33478;1.33487;682
20260702 1448;1.33487;1.33492;1.33486;1.3349;447
20260702 1451;1.3349;1.33497;1.33481;1.33489;491
20260702 1454;1.33489;1.33492;1.33467;1.33467;612
20260702 1457;1.33467;1.33486;1.33466;1.33481;595
20260702 1500;1.33481;1.33498;1.33456;1.3346;840
20260702 1503;1.3346;1.33466;1.33438;1.33449;961
20260702 1506;1.33449;1.33471;1.33448;1.33469;616
20260702 1509;1.33469;1.33479;1.33455;1.3346;514
20260702 1512;1.3346;1.33481;1.33458;1.33478;651
20260702 1515;1.33478;1.33481;1.33464;1.33464;604
20260702 1518;1.33464;1.33467;1.33435;1.33435;566
20260702 1521;1.33435;1.33449;1.33435;1.33449;667
20260702 1524;1.33449;1.3345;1.33435;1.3344;600
20260702 1527;1.3344;1.33447;1.33435;1.33441;737
20260702 1530;1.33441;1.33456;1.33434;1.33454;787
20260702 1533;1.33454;1.33462;1.33442;1.33445;524
20260702 1536;1.33445;1.33445;1.33426;1.33441;712
20260702 1539;1.33441;1.33449;1.33436;1.33447;344
20260702 1542;1.33447;1.33456;1.33444;1.33449;404
20260702 1545;1.33449;1.33449;1.33419;1.33426;497
20260702 1548;1.33426;1.3344;1.33422;1.3344;438
20260702 1551;1.3344;1.33457;1.33436;1.33457;492
20260702 1554;1.33457;1.33478;1.33456;1.33457;503
20260702 1557;1.33457;1.33467;1.33448;1.33454;578
20260702 1600;1.33454;1.33456;1.33436;1.33453;501
20260702 1603;1.33453;1.33477;1.33452;1.33468;369
20260702 1606;1.33468;1.3347;1.33462;1.33465;243
20260702 1609;1.33465;1.3347;1.33464;1.3347;298
20260702 1612;1.3347;1.33471;1.33465;1.33471;290
20260702 1615;1.33471;1.33478;1.33469;1.33474;128
20260702 1618;1.33474;1.33493;1.33474;1.33489;232
20260702 1621;1.33489;1.33496;1.33485;1.3349;132
20260702 1624;1.3349;1.33507;1.3349;1.33505;179
20260702 1627;1.33505;1.33507;1.335;1.335;157
20260702 1630;1.335;1.335;1.33494;1.33497;91
20260702 1633;1.33497;1.33498;1.33494;1.33496;98
20260702 1636;1.33496;1.33497;1.33486;1.33486;151
20260702 1639;1.33486;1.33488;1.33464;1.33467;142
20260702 1642;1.33467;1.33467;1.33464;1.33465;93
20260702 1645;1.33465;1.33484;1.33465;1.33484;226
20260702 1648;1.33484;1.33496;1.33484;1.33489;262
20260702 1651;1.33489;1.3349;1.33486;1.33486;64
20260702 1654;1.33486;1.33489;1.33458;1.33461;180
20260702 1657;1.33461;1.33473;1.33452;1.33453;627
20260702 1700;1.33453;1.33453;1.33391;1.33403;5
20260702 1703;1.33403;1.33403;1.33351;1.33351;10
20260702 1706;1.33351;1.33379;1.3334;1.33371;6
20260702 1709;1.33371;1.33382;1.33342;1.33353;350
20260702 1712;1.33353;1.33412;1.33353;1.33368;107
20260702 1715;1.33368;1.33401;1.33359;1.33372;167
20260702 1718;1.33372;1.33422;1.33368;1.33396;206
20260702 1721;1.33396;1.33449;1.33392;1.33435;127
20260702 1724;1.33435;1.33437;1.33424;1.33435;158
20260702 1727;1.33435;1.33436;1.33386;1.33391;255
20260702 1730;1.33391;1.33417;1.33375;1.33392;201
20260702 1733;1.33392;1.33418;1.3339;1.33415;134
20260702 1736;1.33415;1.33426;1.33411;1.3342;110
20260702 1739;1.3342;1.33428;1.33416;1.33422;84
20260702 1742;1.33422;1.33433;1.33422;1.33423;85
20260702 1745;1.33423;1.33432;1.33422;1.33426;85
20260702 1748;1.33426;1.33432;1.33422;1.33428;59
20260702 1751;1.33428;1.33449;1.33428;1.33433;186
20260702 1754;1.33433;1.33467;1.33429;1.33455;152
20260702 1757;1.33455;1.33468;1.33422;1.33461;157
20260702 1800;1.33461;1.3349;1.33459;1.33489;172
20260702 1803;1.33489;1.33489;1.3348;1.33481;59
20260702 1806;1.33481;1.33488;1.33476;1.33482;82
20260702 1809;1.33482;1.33484;1.33479;1.33481;83
20260702 1812;1.33481;1.33489;1.33478;1.33485;53
20260702 1815;1.33485;1.3349;1.33475;1.33488;52
20260702 1818;1.33488;1.33488;1.33483;1.33487;22
20260702 1821;1.33487;1.33488;1.33483;1.33488;32
20260702 1824;1.33488;1.33488;1.33477;1.33478;62
20260702 1827;1.33478;1.33487;1.33474;1.33483;47
20260702 1830;1.33483;1.33487;1.33473;1.33478;57
20260702 1833;1.33478;1.33478;1.33474;1.33477;39
20260702 1836;1.33477;1.33477;1.33465;1.33468;21
20260702 1839;1.33468;1.33469;1.33438;1.33439;138
20260702 1842;1.33439;1.33445;1.33436;1.3344;79
20260702 1845;1.3344;1.33448;1.3343;1.33448;124
20260702 1848;1.33448;1.33448;1.33427;1.33427;69
20260702 1851;1.33427;1.33431;1.33426;1.33427;75
20260702 1854;1.33427;1.3343;1.33424;1.33424;70
20260702 1857;1.33424;1.33447;1.33424;1.33445;100
20260702 1900;1.33445;1.33449;1.33439;1.3344;77
20260702 1903;1.3344;1.33444;1.33435;1.33444;80
20260702 1906;1.33444;1.33455;1.33444;1.33449;123
20260702 1909;1.33449;1.33449;1.33436;1.33438;63
20260702 1912;1.33438;1.33449;1.33438;1.33441;145
20260702 1915;1.33441;1.3345;1.3344;1.33448;96
20260702 1918;1.33448;1.3346;1.3344;1.33452;116
20260702 1921;1.33452;1.33469;1.33446;1.33463;137
20260702 1924;1.33463;1.3347;1.3346;1.3347;115
20260702 1927;1.3347;1.33471;1.33464;1.3347;74
20260702 1930;1.3347;1.3347;1.3345;1.33454;153
20260702 1933;1.33454;1.33457;1.33438;1.33439;156
20260702 1936;1.33439;1.3344;1.33405;1.33407;218
20260702 1939;1.33407;1.33427;1.33403;1.33424;180
20260702 1942;1.33424;1.33459;1.33417;1.33449;215
20260702 1945;1.33449;1.3345;1.33438;1.33438;166
20260702 1948;1.33438;1.3344;1.33418;1.33426;118
20260702 1951;1.33426;1.33428;1.33396;1.334;214
20260702 1954;1.334;1.33408;1.33387;1.33387;179
20260702 1957;1.33387;1.33391;1.33376;1.33383;333
20260702 2000;1.33383;1.33405;1.33381;1.33393;989
20260702 2003;1.33393;1.334;1.33379;1.33381;1050
20260702 2006;1.33381;1.33381;1.33359;1.33364;880
20260702 2009;1.33364;1.33368;1.33356;1.3336;641
20260702 2012;1.3336;1.33379;1.33359;1.33367;601
20260702 2015;1.33367;1.33371;1.33345;1.33346;588
20260702 2018;1.33346;1.33381;1.33346;1.33377;587
20260702 2021;1.33377;1.33384;1.33364;1.33382;631
20260702 2024;1.33382;1.33395;1.33377;1.33377;592
20260702 2027;1.33377;1.33384;1.33367;1.3337;431
20260702 2030;1.3337;1.33375;1.33355;1.33364;535
20260702 2033;1.33364;1.33372;1.33355;1.33372;372
20260702 2036;1.33372;1.33378;1.33364;1.33375;509
20260702 2039;1.33375;1.33375;1.33365;1.33367;482
20260702 2042;1.33367;1.33367;1.33354;1.33364;530
20260702 2045;1.33364;1.33382;1.33363;1.33377;722
20260702 2048;1.33377;1.33384;1.33373;1.33383;637
20260702 2051;1.33383;1.33397;1.33382;1.33396;384
20260702 2054;1.33396;1.33441;1.33396;1.33432;604
20260702 2057;1.33432;1.33479;1.33428;1.33476;479
20260702 2100;1.33476;1.33487;1.33464;1.33475;860
20260702 2103;1.33475;1.33502;1.33475;1.33495;629
20260702 2106;1.33495;1.33502;1.33474;1.33501;795
20260702 2109;1.33501;1.3353;1.33492;1.33517;657
20260702 2112;1.33517;1.33535;1.33506;1.33529;753
20260702 2115;1.33529;1.3356;1.33529;1.33555;690
20260702 2118;1.33555;1.33626;1.33555;1.3362;783
20260702 2121;1.3362;1.3363;1.33607;1.3362;546
20260702 2124;1.3362;1.33636;1.33586;1.3359;594
20260702 2127;1.3359;1.33596;1.33574;1.33575;554
20260702 2130;1.33575;1.33587;1.33553;1.33585;708
20260702 2133;1.33585;1.33615;1.33578;1.33598;520
20260702 2136;1.33598;1.336;1.3356;1.33566;514
20260702 2139;1.33566;1.33585;1.33565;1.33579;511
20260702 2142;1.33579;1.33605;1.33578;1.33595;623
20260702 2145;1.33595;1.33595;1.33565;1.33566;433
20260702 2148;1.33566;1.33568;1.33554;1.33559;446
20260702 2151;1.33559;1.33559;1.33542;1.33555;468
20260702 2154;1.33555;1.33571;1.33549;1.33565;609
20260702 2157;1.33565;1.33565;1.33553;1.33558;388
20260702 2200;1.33558;1.33562;1.33544;1.33546;471
20260702 2203;1.33546;1.33577;1.33545;1.33555;444
20260702 2206;1.33555;1.3361;1.33554;1.336;510
20260702 2209;1.336;1.33625;1.33599;1.33615;465
20260702 2212;1.33615;1.33625;1.33606;1.33615;446
20260702 2215;1.33615;1.33621;1.3361;1.33621;288
20260702 2218;1.33621;1.33644;1.33619;1.33625;378
20260702 2221;1.33625;1.33651;1.33622;1.33651;306
20260702 2224;1.33651;1.33651;1.33634;1.33635;296
20260702 2227;1.33635;1.33661;1.33634;1.33651;362
20260702 2230;1.33651;1.33656;1.33629;1.3363;527
20260702 2233;1.3363;1.3363;1.33619;1.33623;392
20260702 2236;1.33623;1.33636;1.3362;1.33635;385
20260702 2239;1.33635;1.33648;1.33635;1.33647;458
20260702 2242;1.33647;1.33647;1.33624;1.3364;479
20260702 2245;1.3364;1.33645;1.33626;1.33635;561
20260702 2248;1.33635;1.33642;1.33619;1.33641;287
20260702 2251;1.33641;1.33651;1.3364;1.33647;481
20260702 2254;1.33647;1.33647;1.33621;1.33622;453
20260702 2257;1.33622;1.33622;1.33603;1.33612;385
20260702 2300;1.33612;1.33615;1.33598;1.33609;371
20260702 2303;1.33609;1.33612;1.33589;1.33591;439
20260702 2306;1.33591;1.33595;1.33576;1.33578;469
20260702 2309;1.33578;1.33581;1.33574;1.33576;408
20260702 2312;1.33576;1.33597;1.33575;1.33597;513
20260702 2315;1.33597;1.33598;1.33586;1.33589;380
20260702 2318;1.33589;1.33591;1.33583;1.33586;271
20260702 2321;1.33586;1.33597;1.33579;1.33581;284
20260702 2324;1.33581;1.33589;1.33569;1.33577;349
20260702 2327;1.33577;1.33594;1.33577;1.33591;343
20260702 2330;1.33591;1.33595;1.33575;1.33576;503
20260702 2333;1.33576;1.33589;1.33575;1.33587;266
20260702 2336;1.33587;1.33595;1.3358;1.33583;408
20260702 2339;1.33583;1.336;1.3358;1.33591;361
20260702 2342;1.33591;1.33599;1.33585;1.33586;438
20260702 2345;1.33586;1.33598;1.3358;1.33596;480
20260702 2348;1.33596;1.33608;1.33592;1.33598;311
20260702 2351;1.33598;1.33619;1.33598;1.33615;320
20260702 2354;1.33615;1.33621;1.33605;1.33606;349
20260702 2357;1.33606;1.33616;1.33606;1.33611;210
20260703 0000;1.33611;1.33615;1.33583;1.33588;430
20260703 0003;1.33588;1.33598;1.33587;1.33595;393
20260703 0006;1.33595;1.33603;1.33595;1.33595;257
20260703 0009;1.33595;1.336;1.33589;1.33599;284
20260703 0012;1.33599;1.33621;1.33597;1.33617;400
20260703 0015;1.33617;1.33626;1.33614;1.33625;611
20260703 0018;1.33625;1.33628;1.3362;1.33624;359
20260703 0021;1.33624;1.33627;1.33617;1.33625;350
20260703 0024;1.33625;1.33636;1.33619;1.33635;262
20260703 0027;1.33635;1.33636;1.33624;1.33625;233
20260703 0030;1.33625;1.33627;1.33619;1.33621;296
20260703 0033;1.33621;1.3363;1.33618;1.33628;260
20260703 0036;1.33628;1.33643;1.33627;1.33639;393
20260703 0039;1.33639;1.33645;1.33634;1.33639;245
20260703 0042;1.33639;1.3365;1.33638;1.33641;348
20260703 0045;1.33641;1.33649;1.33635;1.33638;378
20260703 0048;1.33638;1.33657;1.33633;1.33656;330
20260703 0051;1.33656;1.33657;1.33645;1.33655;339
20260703 0054;1.33655;1.33655;1.33635;1.33645;250
20260703 0057;1.33645;1.33651;1.33642;1.3365;236
20260703 0100;1.3365;1.33669;1.33646;1.33661;434
20260703 0103;1.33661;1.33703;1.33659;1.33695;582
20260703 0106;1.33695;1.33751;1.33694;1.33749;705
20260703 0109;1.33749;1.33759;1.33715;1.33722;545
20260703 0112;1.33722;1.33746;1.33722;1.33743;498
20260703 0115;1.33743;1.33774;1.33743;1.33747;578
20260703 0118;1.33747;1.3375;1.33723;1.33726;381
20260703 0121;1.33726;1.33736;1.33712;1.33713;337
20260703 0124;1.33713;1.33725;1.33707;1.33724;365
20260703 0127;1.33724;1.33727;1.33716;1.33722;237
20260703 0130;1.33722;1.33734;1.33721;1.33734;392
20260703 0133;1.33734;1.33739;1.33728;1.33731;335
20260703 0136;1.33731;1.33742;1.33715;1.33715;526
20260703 0139;1.33715;1.33718;1.33692;1.33694;361
20260703 0142;1.33694;1.33704;1.33686;1.33702;588
20260703 0145;1.33702;1.33702;1.33683;1.33684;325
20260703 0148;1.33684;1.33694;1.33674;1.33685;397
20260703 0151;1.33685;1.33694;1.33671;1.33692;377
20260703 0154;1.33692;1.33693;1.33652;1.33656;501
20260703 0157;1.33656;1.33657;1.33639;1.33653;552
20260703 0200;1.33653;1.33658;1.33646;1.33647;669
20260703 0203;1.33647;1.33687;1.33645;1.33683;522
20260703 0206;1.33683;1.33714;1.33664;1.33669;697
20260703 0209;1.33669;1.33683;1.3365;1.33664;569
20260703 0212;1.33664;1.33686;1.33655;1.33684;449
20260703 0215;1.33684;1.33732;1.33682;1.33726;536
20260703 0218;1.33726;1.33751;1.33725;1.33726;547
20260703 0221;1.33726;1.33726;1.33657;1.33668;572
20260703 0224;1.33668;1.33688;1.33666;1.33682;484
20260703 0227;1.33682;1.33719;1.33682;1.33699;633
20260703 0230;1.33699;1.33715;1.33685;1.33686;654
20260703 0233;1.33686;1.33807;1.33685;1.33776;1799
20260703 0236;1.33776;1.3381;1.33763;1.3381;818
20260703 0239;1.3381;1.3381;1.33744;1.33763;994
20260703 0242;1.33763;1.3377;1.33739;1.3377;656
20260703 0245;1.3377;1.33776;1.33753;1.33765;549
20260703 0248;1.33765;1.33774;1.33734;1.33735;561
20260703 0251;1.33735;1.33741;1.33715;1.33715;433
20260703 0254;1.33715;1.33717;1.33686;1.33686;470
20260703 0257;1.33686;1.33702;1.33669;1.33679;491
20260703 0300;1.33679;1.33679;1.33625;1.33637;983
20260703 0303;1.33637;1.33667;1.33635;1.33666;543
20260703 0306;1.33666;1.33683;1.33652;1.33657;511
20260703 0309;1.33657;1.33683;1.33656;1.33667;441
20260703 0312;1.33667;1.33675;1.33654;1.33665;410
20260703 0315;1.33665;1.33665;1.33634;1.33635;463
20260703 0318;1.33635;1.3365;1.33634;1.33645;414
20260703 0321;1.33645;1.33673;1.33643;1.33673;403
20260703 0324;1.33673;1.33703;1.33672;1.33702;543
20260703 0327;1.33702;1.33735;1.337;1.33708;624
20260703 0330;1.33708;1.33719;1.33644;1.33653;615
20260703 0333;1.33653;1.33666;1.33628;1.33658;545
20260703 0336;1.33658;1.33659;1.33635;1.33636;420
20260703 0339;1.33636;1.33657;1.33623;1.33645;583
20260703 0342;1.33645;1.33685;1.33641;1.33671;497
20260703 0345;1.33671;1.33677;1.33651;1.33676;508
20260703 0348;1.33676;1.33693;1.33662;1.33693;587
20260703 0351;1.33693;1.3371;1.33669;1.33707;747
20260703 0354;1.33707;1.33764;1.33695;1.33753;766
20260703 0357;1.33753;1.33756;1.33707;1.33719;643
20260703 0400;1.33719;1.33735;1.33681;1.33704;801
20260703 0403;1.33704;1.33704;1.33671;1.33701;612
20260703 0406;1.33701;1.33728;1.33694;1.33705;574
20260703 0409;1.33705;1.33714;1.33686;1.33707;371
20260703 0412;1.33707;1.33708;1.33682;1.33686;433
20260703 0415;1.33686;1.3369;1.33668;1.33684;374
20260703 0418;1.33684;1.33691;1.33648;1.33654;594
20260703 0421;1.33654;1.33662;1.33629;1.3363;419
20260703 0424;1.3363;1.33649;1.33623;1.33648;423
20260703 0427;1.33648;1.33677;1.33647;1.33665;266
20260703 0430;1.33665;1.33665;1.33586;1.33637;562
20260703 0433;1.33637;1.33655;1.33625;1.33645;538
20260703 0436;1.33645;1.33659;1.33616;1.33618;466
20260703 0439;1.33618;1.3362;1.33601;1.33613;527
20260703 0442;1.33613;1.33626;1.3361;1.33625;432
20260703 0445;1.33625;1.33626;1.33611;1.33618;423
20260703 0448;1.33618;1.33618;1.33586;1.33591;352
20260703 0451;1.33591;1.33592;1.3357;1.33588;434
20260703 0454;1.33588;1.3363;1.33586;1.33615;393
20260703 0457;1.33615;1.33615;1.33599;1.33601;385
20260703 0500;1.33601;1.33611;1.33591;1.33606;430
20260703 0503;1.33606;1.33607;1.3358;1.33582;355
20260703 0506;1.33582;1.33592;1.33565;1.33575;457
20260703 0509;1.33575;1.33579;1.33555;1.33561;436
20260703 0512;1.33561;1.33583;1.33558;1.33582;334
20260703 0515;1.33582;1.33594;1.33573;1.33584;441
20260703 0518;1.33584;1.33618;1.33576;1.33607;544
20260703 0521;1.33607;1.33607;1.33589;1.33595;329
20260703 0524;1.33595;1.33606;1.33571;1.33571;380
20260703 0527;1.33571;1.33585;1.33571;1.33577;281
20260703 0530;1.33577;1.33595;1.33573;1.33595;323
20260703 0533;1.33595;1.33601;1.33584;1.33588;296
20260703 0536;1.33588;1.33603;1.33584;1.33603;271
20260703 0539;1.33603;1.33618;1.33595;1.33601;310
20260703 0542;1.33601;1.33606;1.33594;1.33597;280
20260703 0545;1.33597;1.33597;1.33537;1.3355;482
20260703 0548;1.3355;1.33568;1.33546;1.33559;352
20260703 0551;1.33559;1.33566;1.33547;1.33555;383
20260703 0554;1.33555;1.33565;1.33513;1.33514;546
20260703 0557;1.33514;1.33529;1.33499;1.33509;445
20260703 0600;1.33509;1.33523;1.33503;1.33506;434
20260703 0603;1.33506;1.3351;1.33491;1.33502;362
20260703 0606;1.33502;1.33532;1.33497;1.33531;345
20260703 0609;1.33531;1.33568;1.3353;1.33562;434
20260703 0612;1.33562;1.33563;1.33538;1.33549;386
20260703 0615;1.33549;1.33552;1.33521;1.33527;369
20260703 0618;1.33527;1.33549;1.33515;1.33547;392
20260703 0621;1.33547;1.33562;1.33541;1.33547;301
20260703 0624;1.33547;1.33555;1.33531;1.33537;281
20260703 0627;1.33537;1.33548;1.33535;1.33537;174
20260703 0630;1.33537;1.33544;1.33531;1.33543;213
20260703 0633;1.33543;1.33566;1.33537;1.33558;352
20260703 0636;1.33558;1.33559;1.33538;1.33544;295
20260703 0639;1.33544;1.3355;1.33535;1.33536;228
20260703 0642;1.33536;1.33568;1.33535;1.3355;327
20260703 0645;1.3355;1.33569;1.33549;1.33565;272
20260703 0648;1.33565;1.33574;1.33563;1.3357;241
20260703 0651;1.3357;1.33596;1.3357;1.33591;264
20260703 0654;1.33591;1.33606;1.33585;1.33587;275
20260703 0657;1.33587;1.33589;1.33555;1.33556;366
20260703 0700;1.33556;1.33574;1.33542;1.33573;460
20260703 0703;1.33573;1.33577;1.33546;1.3357;403
20260703 0706;1.3357;1.33579;1.33554;1.33576;385
20260703 0709;1.33576;1.33608;1.33574;1.33607;365
20260703 0712;1.33607;1.33638;1.33605;1.33631;464
20260703 0715;1.33631;1.33639;1.33611;1.3363;429
20260703 0718;1.3363;1.33633;1.336;1.33611;269
20260703 0721;1.33611;1.33625;1.33584;1.33624;385
20260703 0724;1.33624;1.33638;1.33606;1.33606;431
20260703 0727;1.33606;1.3361;1.33594;1.33597;383
20260703 0730;1.33597;1.33609;1.3358;1.33585;300
20260703 0733;1.33585;1.33595;1.3358;1.33589;321
20260703 0736;1.33589;1.33592;1.33564;1.33567;331
20260703 0739;1.33567;1.33588;1.33566;1.33566;435
20260703 0742;1.33566;1.33569;1.33554;1.33556;316
20260703 0745;1.33556;1.33576;1.33535;1.33539;337
20260703 0748;1.33539;1.33563;1.33535;1.3356;350
20260703 0751;1.3356;1.3356;1.33535;1.33551;382
20260703 0754;1.33551;1.33566;1.33545;1.33557;530
20260703 0757;1.33557;1.33582;1.33552;1.33581;524
20260703 0800;1.33581;1.33588;1.33566;1.33575;548
20260703 0803;1.33575;1.33577;1.33547;1.33559;444
20260703 0806;1.33559;1.33596;1.33558;1.3358;444
20260703 0809;1.3358;1.33582;1.33542;1.33564;506
20260703 0812;1.33564;1.33597;1.33563;1.33596;350
20260703 0815;1.33596;1.33597;1.33565;1.33567;350
20260703 0818;1.33567;1.33586;1.33559;1.33565;431
20260703 0821;1.33565;1.33583;1.33554;1.33575;430
20260703 0824;1.33575;1.33583;1.33562;1.33577;380
20260703 0827;1.33577;1.33579;1.33567;1.33579;430
20260703 0830;1.33579;1.33587;1.33564;1.33566;400
20260703 0833;1.33566;1.33577;1.33564;1.33577;366
20260703 0836;1.33577;1.33596;1.33577;1.33594;378
20260703 0839;1.33594;1.33618;1.33588;1.336;560
20260703 0842;1.336;1.33601;1.33575;1.33576;408
20260703 0845;1.33576;1.33582;1.33567;1.33568;449
20260703 0848;1.33568;1.33584;1.33566;1.33584;414
20260703 0851;1.33584;1.33587;1.33568;1.33571;329
20260703 0854;1.33571;1.33585;1.33561;1.33573;404
20260703 0857;1.33573;1.33575;1.33549;1.33557;282
20260703 0900;1.33557;1.3356;1.33532;1.33543;725
20260703 0903;1.33543;1.33543;1.33515;1.33517;445
20260703 0906;1.33517;1.33517;1.33486;1.3349;568
20260703 0909;1.3349;1.33498;1.33481;1.33491;401
20260703 0912;1.33491;1.33529;1.33475;1.3351;491
20260703 0915;1.3351;1.3351;1.33486;1.33494;326
20260703 0918;1.33494;1.33519;1.33493;1.33518;267
20260703 0921;1.33518;1.33543;1.33514;1.33534;310
20260703 0924;1.33534;1.33546;1.33533;1.33535;323
20260703 0927;1.33535;1.33542;1.33524;1.33535;324
20260703 0930;1.33535;1.33538;1.33509;1.33518;404
20260703 0933;1.33518;1.33527;1.33507;1.33523;316
20260703 0936;1.33523;1.33526;1.33506;1.33507;330
20260703 0939;1.33507;1.33511;1.33493;1.33503;490
20260703 0942;1.33503;1.33528;1.33502;1.33524;425
20260703 0945;1.33524;1.33528;1.335;1.33518;499
20260703 0948;1.33518;1.33525;1.33495;1.33498;249
20260703 0951;1.33498;1.33506;1.33473;1.33486;345
20260703 0954;1.33486;1.33502;1.33457;1.33502;389
20260703 0957;1.33502;1.33504;1.33466;1.33494;625
20260703 1000;1.33494;1.33495;1.33467;1.33478;545
20260703 1003;1.33478;1.33506;1.33476;1.33499;329
20260703 1006;1.33499;1.33508;1.33486;1.33503;409
20260703 1009;1.33503;1.3352;1.33497;1.33512;537
20260703 1012;1.33512;1.33519;1.33487;1.33495;318
20260703 1015;1.33495;1.3352;1.33495;1.33515;402
20260703 1018;1.33515;1.33526;1.3351;1.33516;342
20260703 1021;1.33516;1.3352;1.33489;1.33495;447
20260703 1024;1.33495;1.33523;1.33488;1.33521;458
20260703 1027;1.33521;1.33552;1.33521;1.33545;580
20260703 1030;1.33545;1.33558;1.33525;1.33526;383
20260703 1033;1.33526;1.3356;1.33526;1.33536;432
20260703 1036;1.33536;1.3354;1.33524;1.33525;293
20260703 1039;1.33525;1.33542;1.33525;1.33541;310
20260703 1042;1.33541;1.33542;1.33512;1.33512;414
